Zone,CH Num,CH Name,RX Freq,TX Freq,RX TS,TX TS,RX CC,TX CC,Type,Power,Bandwidth,RX Only,Contact Name,RX Group Name,Scan List Name,Alarm,Prompt,PCT,MSG Type,TX Policy,EAS,TX Tone Type,TX Tone,RX Tone Type,RX Tone,APRS CH,Relay Monitor,Relay Mode

Connecticu,1,Connecticu,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Connecticu,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,2,Connecticu,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Connecticu,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,3,Connecticu,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Connecticu,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,4,Connecticu,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Connecticu,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,5,Connecticu,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Connecticu,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,6,Cornwall, ,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Cornwall, ,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,7,Bristol, C,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Bristol, C,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,8,BM Disconn,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Disconn,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,9,BM Parrot-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Parrot-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,10,FDMR Conne,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Conne,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Connecticu,11,FDMR Disc,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Disc,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF

Delaware,1,Delaware,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Delaware,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Delaware,2,Delaware T,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Delaware T,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Delaware,3,BM Parrot-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Parrot-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Delaware,4,BM Disconn,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Disconn,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Delaware,5,FDMR Delaw,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Delaw,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Delaware,6,FDMR Disc,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Disc,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF

D. C.,1,Washington,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Washington,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
D. C.,2,D.C.-TAC,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,D.C.-TAC,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
D. C.,3,BM Parrot-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Parrot-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
D. C.,4,BM Disconn,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Disconn,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
D. C.,5,FDMR Delaw,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Delaw,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
D. C.,6,FDMR Disc,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Disc,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF

Florida,1,Florida,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,2,Florida TA,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida TA,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,3,First Coas,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,First Coas,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,4,West Centr,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,West Centr,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,5,TreasureCo,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,TreasureCo,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,6,Nature Coa,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Nature Coa,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,7,Gulf Coast,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Gulf Coast,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,8,Southeast,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Southeast,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,9,Southeast,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Southeast,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,10,Florida DE,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida DE,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,11,Florida AR,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida AR,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,12,Florida NE,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida NE,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,13,Orlando Fl,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Orlando Fl,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,14,Orlando Fl,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Orlando Fl,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,15,Orlando Fl,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Orlando Fl,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,16,Milton Flo,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Milton Flo,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,17,Milton Flo,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Milton Flo,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,18,Beverly Hi,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Beverly Hi,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,19,Palm Bay,F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Palm Bay,F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,20,Palm Bay,F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Palm Bay,F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,21,Palm Bay,F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Palm Bay,F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,22,Palm Coast,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Palm Coast,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,23,W PalmBeac,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,W PalmBeac,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,24,W PalmBeac,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,W PalmBeac,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,25,Pompano Be,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Pompano Be,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,26,Englewood,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Englewood,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,27,Punta Gord,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Punta Gord,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,28,Punta Gord,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Punta Gord,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,29,Jacksonvil,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Jacksonvil,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,30,Jacksonvil,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Jacksonvil,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,31,Hudson,FL-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Hudson,FL-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,32,Hudson,FL-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Hudson,FL-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,33,Space Cent,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Space Cent,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,34,Portable R,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Portable R,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,35,BRARA SE-F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BRARA SE-F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,36,Florida Ho,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Florida Ho,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,37,Marco Isla,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Marco Isla,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,38,Lake Worth,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Lake Worth,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,39,Callahan,F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Callahan,F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,40,Fort Myers,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Fort Myers,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,41,Pensacola,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Pensacola,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,42,Miami Flor,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Miami Flor,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,43,Deland Flo,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Deland Flo,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,44,Ocala Flor,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Ocala Flor,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,45,St Augusti,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,St Augusti,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,46,Sarasota F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Sarasota F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,47,Cudjoe Key,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Cudjoe Key,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,48,Key West F,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Key West F,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,49,Okeechobee,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Okeechobee,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,50,Allstar 46,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Allstar 46,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,51,Wellington,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Wellington,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,52,BM Parrot-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Parrot-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,53,BM Disconn,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Disconn,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,54,FDMR Flori,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Flori,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,55,FDMR Flori,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Flori,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Florida,56,FDMR Disc,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Disc,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF

Georgia,1,Georgia,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Georgia,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,2,South Geor,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,South Geor,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,3,North Geor,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,North Geor,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,4,Centra lGe,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Centra lGe,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,5,Southwest,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Southwest,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,6,Georgia AR,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Georgia AR,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,7,Atlanta Me,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Atlanta Me,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,8,Atlanta Me,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Atlanta Me,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,9,Georgia Sk,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Georgia Sk,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,10,Forsyth Ge,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Forsyth Ge,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,11,Concord Ge,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Concord Ge,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,12,Savannah G,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Savannah G,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,13,Douglas Ge,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Douglas Ge,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,14,Kingsland,,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Kingsland,,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,15,Marietta G,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Marietta G,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,16,Eatonton G,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Eatonton G,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,17,Athens Geo,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Athens Geo,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,18,Folkston, ,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Folkston, ,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,19,Clermont, ,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Clermont, ,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,20,GA KingsLa,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,GA KingsLa,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,21,Carnesvill,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Carnesvill,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,22,GA SETN NW,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,GA SETN NW,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,23,GA CLHUB M,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,GA CLHUB M,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,24,GA MMDVM B,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,GA MMDVM B,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,25,BM Parrot-,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Parrot-,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,26,BM Disconn,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,BM Disconn,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,27,FDMR Georg,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Georg,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,28,FDMR Georg,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Georg,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
Georgia,29,FDMR Disc,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,FDMR Disc,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF

Hawaii,1,Hawaii,438800000,438800000,ON,ON,1,1,DIGITAL,HIGH,12.5KHz,OFF,Hawaii,OFF,OFF,OFF,OFF,PATCS,UNCONFIRMED,IMPOLITE,OFF,OFF,0,OFF,0,0,OFF,OFF
